customer_id,article_id,hybrid_rank,svd_rank,rank_shift,is_ground_truth,normalized_svd_score,normalized_agentic_score,diversity_bonus,hybrid_score,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,department_name,section_name,index_name,prod_name,detail_desc,matched_preference_fields_json,explanation_text,grounded_claim_count,ungrounded_claim_count
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0743098002,2,2.0,0.0,False,0.511835,0.177233,1.0,0.452593,Necklace,Accessories,Solid,Silver,Accessories,Jewellery,Womens Small accessories,Ladies Accessories,,"Thin metal chain necklace decorated with small, coin-shaped pendants and rod-shaped metal beads. Adjustable length 40-48 cm.","[{""field"": ""product_group_name"", ""item_value"": ""Accessories"", ""matched_user_history_count"": 2}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Accessories"", ""matched_user_history_count"": 2}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Accessories' and colour 'Silver'. The item product_group_name value 'Accessories' appears 2 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Accessories' appears 2 times in the user's training history. Saved Hybrid score components are available with SVD score 0.512, agentic score 0.177, diversity bonus 1.000, and hybrid score 0.453. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 2.",7,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0785464003,3,4.0,1.0,False,0.249861,0.932623,0.333333,0.424725,Trousers,Garment Lower body,Solid,Black,Jersey Fancy,Ladies Sport Bottoms,Ladies H&M Sport,Sport,,"Sports trousers in fast-drying jersey with wide elastication at the waist, side pockets, a slightly lower crotch and tapered legs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 45}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 36}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 17}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 45 times in the user's training history. The item product_type_name value 'Trousers' appears 36 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 17 times in the user's training history. Saved Hybrid score components are available with SVD score 0.250, agentic score 0.933, diversity bonus 0.333, and hybrid score 0.425. The Hybrid rank is 3, compared with SVD rank 4, so the reranking layer promoted this item by 1 positions.",9,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0456163085,4,3.0,-1.0,False,0.393758,0.36268,0.666667,0.399634,Hoodie,Garment Upper body,Solid,Purple,Jersey Basic,Jersey Basic,Womens Everyday Basics,Ladieswear,,"Wide top in sweatshirt fabric with a lined drawstring hood, kangaroo pocket and ribbing at the cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 32}, {""field"": ""product_type_name"", ""item_value"": ""Hoodie"", ""matched_user_history_count"": 1}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Basic"", ""matched_user_history_count"": 6}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Purple'. The item product_group_name value 'Garment Upper body' appears 32 times in the user's training history. The item product_type_name value 'Hoodie' appears 1 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Jersey Basic' appears 6 times in the user's training history. Saved Hybrid score components are available with SVD score 0.394, agentic score 0.363, diversity bonus 0.667, and hybrid score 0.400. The Hybrid rank is 4, compared with SVD rank 3, so the reranking layer demoted this item by 1 positions.",8,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0928210002,5,5.0,0.0,True,0.189536,1.0,0.0,0.382675,Trousers,Garment Lower body,Denim,Black,Trousers,Trousers & Skirt,Womens Trend,Ladieswear,,"5-pocket jeans in washed, stretch denim with a high waist, button fly and slim legs. The cotton content of the jeans is partly recycled.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 45}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 36}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Denim"", ""matched_user_history_count"": 15}, {""field"": ""garment_group_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 27}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 45 times in the user's training history. The item product_type_name value 'Trousers' appears 36 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Denim' appears 15 times in the user's training history. The item garment_group_name value 'Trousers' appears 27 times in the user's training history. Saved Hybrid score components are available with SVD score 0.190, agentic score 1.000, diversity bonus 0.000, and hybrid score 0.383. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 5.",9,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0838834001,6,6.0,0.0,False,0.155624,0.768994,0.333333,0.317852,Dress,Garment Full body,Solid,Black,Dresses Ladies,Dresses,Divided Collection,Divided,,Short dress in a crêpe weave with a square neckline and smocked bodice. Small frill trim around the neckline and over the shoulders and long sleeves with a smocked seam at the top to create a puff effect at the shoulders. Narrow elastication and a frill trim at the cuffs. Unlined.,"[{""field"": ""product_group_name"", ""item_value"": ""Garment Full body"", ""matched_user_history_count"": 14}, {""field"": ""product_type_name"", ""item_value"": ""Dress"", ""matched_user_history_count"": 11}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Dresses Ladies"", ""matched_user_history_count"": 11}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Full body' and colour 'Black'. The item product_group_name value 'Garment Full body' appears 14 times in the user's training history. The item product_type_name value 'Dress' appears 11 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Dresses Ladies' appears 11 times in the user's training history. Saved Hybrid score components are available with SVD score 0.156, agentic score 0.769, diversity bonus 0.333, and hybrid score 0.318. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 6.",9,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0910449001,7,,,False,0.105675,0.932623,0.0,0.307128,Trousers,Garment Lower body,Solid,Black,Trousers,Trouser,Womens Everyday Collection,Ladieswear,,"Ankle-length cigarette trousers in a stretch weave. Regular waist with concealed elastication, zip fly with a concealed hook-and-eye fastener, side pockets, fake back pockets and tapered legs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 45}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 36}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 27}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 45 times in the user's training history. The item product_type_name value 'Trousers' appears 36 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Trousers' appears 27 times in the user's training history. Saved Hybrid score components are available with SVD score 0.106, agentic score 0.933, diversity bonus 0.000, and hybrid score 0.307.",8,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0809411004,8,,,False,0.11298,0.873203,0.0,0.297387,Sweater,Garment Upper body,Solid,Dark Blue,Knitwear,Knitwear,Womens Tailoring,Ladieswear,,"Jumper in a soft, fine knit containing some wool with long sleeves, decorative metal buttons on the shoulders and wide ribbing around the neckline, cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 32}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 8}, {""field"": ""colour_group_name"", ""item_value"": ""Dark Blue"", ""matched_user_history_count"": 7}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Knitwear"", ""matched_user_history_count"": 7}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Dark Blue'. The item product_group_name value 'Garment Upper body' appears 32 times in the user's training history. The item product_type_name value 'Sweater' appears 8 times in the user's training history. The item colour_group_name value 'Dark Blue' appears 7 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Knitwear' appears 7 times in the user's training history. Saved Hybrid score components are available with SVD score 0.113, agentic score 0.873, diversity bonus 0.000, and hybrid score 0.297.",8,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0760735001,9,,,False,0.077787,0.932623,0.0,0.287607,Trousers,Garment Lower body,Solid,Black,Jersey Fancy,Men Sport Woven,Men H&M Sport,Sport,,"Sports trousers in stretch, fast-drying functional fabric with a regular, elasticated waist and internal drawstring. Zipped side pockets and straight legs with shaping seams at the knees and elasticated hems.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 45}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 36}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 17}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 45 times in the user's training history. The item product_type_name value 'Trousers' appears 36 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 17 times in the user's training history. Saved Hybrid score components are available with SVD score 0.078, agentic score 0.933, diversity bonus 0.000, and hybrid score 0.288.",8,0
26a3f984137ea75a72a65881a48fd932695ccbb11b0b969a5a7dec8e8652de38,0491912001,10,,,False,0.075186,0.932623,0.0,0.285786,Trousers,Garment Lower body,Solid,Black,Trousers,Trouser,Contemporary Casual,Menswear,,"Chinos in washed cotton twill with a regular waist, zip fly and button, side pockets, welt back pockets and skinny legs. Skinny fit.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 45}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 36}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 36}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 60}, {""field"": ""garment_group_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 27}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 45 times in the user's training history. The item product_type_name value 'Trousers' appears 36 times in the user's training history. The item colour_group_name value 'Black' appears 36 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 60 times in the user's training history. The item garment_group_name value 'Trousers' appears 27 times in the user's training history. Saved Hybrid score components are available with SVD score 0.075, agentic score 0.933, diversity bonus 0.000, and hybrid score 0.286.",8,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0881396001,1,1.0,0.0,False,1.0,0.734358,0.0,0.883589,Blouse,Garment Upper body,Solid,Black,Blouses,Blouse,Womens Everyday Collection,Ladieswear,,"Straight-cut blouse in softly draping satin with a collar, buttons down the front and a yoke with a pleat at the back. Long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 1.000, agentic score 0.734, diversity bonus 0.000, and hybrid score 0.884. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 1.",8,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0898918002,2,2.0,0.0,True,0.9889,0.635565,0.0,0.851121,Top,Garment Upper body,Solid,Black,Jersey Basic,Jersey Basic,Womens Everyday Basics,Ladieswear,,"Straight-cut top in soft jersey made from a modal and cotton blend. Loose fit with a round neckline, dropped shoulders and long sleeves.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Basic"", ""matched_user_history_count"": 6}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. The item garment_group_name value 'Jersey Basic' appears 6 times in the user's training history. Saved Hybrid score components are available with SVD score 0.989, agentic score 0.636, diversity bonus 0.000, and hybrid score 0.851. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 2.",8,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0806527003,3,6.0,3.0,False,0.703409,0.96685,0.333333,0.750765,Trousers,Garment Lower body,Solid,Black,Trousers,Trouser,Womens Tailoring,Ladieswear,,"Ankle-length suit trousers in a crêpe weave. High waist with pleats, a zip fly and button, pockets in the side seams and fake welt back pockets. Gently tapered legs with creases.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 5}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 5}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}, {""field"": ""garment_group_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 5}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'Black'. The item product_group_name value 'Garment Lower body' appears 5 times in the user's training history. The item product_type_name value 'Trousers' appears 5 times in the user's training history. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. The item garment_group_name value 'Trousers' appears 5 times in the user's training history. Saved Hybrid score components are available with SVD score 0.703, agentic score 0.967, diversity bonus 0.333, and hybrid score 0.751. The Hybrid rank is 3, compared with SVD rank 6, so the reranking layer promoted this item by 3 positions.",9,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0537688015,4,3.0,-1.0,False,0.835227,0.306257,0.666667,0.694556,Sweater,Garment Upper body,Melange,Grey,Knitwear,Knitwear,Womens Everyday Collection,Ladieswear,,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.,"[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Grey'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 0.835, agentic score 0.306, diversity bonus 0.667, and hybrid score 0.695. The Hybrid rank is 4, compared with SVD rank 3, so the reranking layer demoted this item by 1 positions.",5,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0701274002,5,5.0,0.0,False,0.707401,0.635565,0.0,0.654072,Blouse,Garment Upper body,Solid,Black,Blouses,Tops Woven,Divided Collection,Divided,,"Blouse in woven fabric with a V-shaped opening at the front and a small frilled collar with ties. Buttons down the front, an elasticated seam at the waist and long sleeves with a button and frill trim at the cuffs. Unlined.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}, {""field"": ""garment_group_name"", ""item_value"": ""Blouses"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. The item garment_group_name value 'Blouses' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.707, agentic score 0.636, diversity bonus 0.000, and hybrid score 0.654. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 5.",8,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0757805013,6,,,False,0.539391,1.0,0.333333,0.644241,T-shirt,Garment Upper body,Solid,Greenish Khaki,Jersey Fancy,Jersey Fancy,Contemporary Street,Menswear,,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.,"[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""product_type_name"", ""item_value"": ""T-shirt"", ""matched_user_history_count"": 6}, {""field"": ""colour_group_name"", ""item_value"": ""Greenish Khaki"", ""matched_user_history_count"": 3}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Greenish Khaki'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item product_type_name value 'T-shirt' appears 6 times in the user's training history. The item colour_group_name value 'Greenish Khaki' appears 3 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. Saved Hybrid score components are available with SVD score 0.539, agentic score 1.000, diversity bonus 0.333, and hybrid score 0.644.",7,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0868018004,7,4.0,-3.0,False,0.717016,0.377827,0.666667,0.629701,Swimwear bottom,Swimwear,Other structure,Black,Swimwear,Swimwear,"Womens Swimwear, beachwear",Lingeries/Tights,,"Fully lined, waist-high bikini bottoms with a high cut at the back.","[{""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Other structure"", ""matched_user_history_count"": 1}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Swimwear' and colour 'Black'. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Other structure' appears 1 times in the user's training history. Saved Hybrid score components are available with SVD score 0.717, agentic score 0.378, diversity bonus 0.667, and hybrid score 0.630. The Hybrid rank is 7, compared with SVD rank 4, so the reranking layer demoted this item by 3 positions.",6,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0855893002,8,8.0,0.0,False,0.684926,0.428101,0.333333,0.60314,Bag,Accessories,Solid,Black,Accessories,Bags,Womens Big accessories,Ladies Accessories,,Waist bag in soft imitation leather with a large zipped compartment and an inner zipped compartment. Detachable metal chain at the front with carabiner hooks. Adjustable waist strap with a metal buckle. Lined. Depth 5 cm. Height 13 cm. Width 27 cm.,"[{""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 5}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Accessories' and colour 'Black'. The item colour_group_name value 'Black' appears 5 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. Saved Hybrid score components are available with SVD score 0.685, agentic score 0.428, diversity bonus 0.333, and hybrid score 0.603. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 8.",6,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0788632005,9,7.0,-2.0,False,0.692672,0.405049,0.333333,0.602799,Sweater,Garment Upper body,Melange,Pink,Knitwear,Knitwear,Womens Everyday Collection,Ladieswear,,"Wide polo-neck jumper in a soft, fine knit with dropped shoulders, long, wide sleeves and wide ribbing at the cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Pink'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 0.693, agentic score 0.405, diversity bonus 0.333, and hybrid score 0.603. The Hybrid rank is 9, compared with SVD rank 7, so the reranking layer demoted this item by 2 positions.",5,0
26df6a42da3c9484f1ae0e071e1556706442c3fd4610e518666e10c36c2b6b19,0587423002,10,,,False,0.515944,0.85708,0.333333,0.592098,Trousers,Garment Lower body,Solid,White,Unknown,Equatorial Assortment,Womens Everyday Collection,Ladieswear,,"Ankle-length trousers in a soft weave with elastication and a frill trim at the waist, side pockets with a small frill trim and wide straight legs.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Lower body"", ""matched_user_history_count"": 5}, {""field"": ""product_type_name"", ""item_value"": ""Trousers"", ""matched_user_history_count"": 5}, {""field"": ""colour_group_name"", ""item_value"": ""White"", ""matched_user_history_count"": 4}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Solid"", ""matched_user_history_count"": 12}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Lower body' and colour 'White'. The item product_group_name value 'Garment Lower body' appears 5 times in the user's training history. The item product_type_name value 'Trousers' appears 5 times in the user's training history. The item colour_group_name value 'White' appears 4 times in the user's training history. The item graphical_appearance_name value 'Solid' appears 12 times in the user's training history. Saved Hybrid score components are available with SVD score 0.516, agentic score 0.857, diversity bonus 0.333, and hybrid score 0.592.",7,0
26e2dd713ae5cc7a5bd700a5964a1ec191c91ea688662dc84ec28dc8d5da35c4,0841260011,1,1.0,0.0,False,1.0,0.934602,0.0,0.93365,T-shirt,Garment Upper body,Front print,Black,Jersey Fancy,Jersey fancy,Womens Everyday Collection,Ladieswear,,"T-shirt in soft jersey with a round neckline with a narrow, ribbed trim.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""product_type_name"", ""item_value"": ""T-shirt"", ""matched_user_history_count"": 4}, {""field"": ""colour_group_name"", ""item_value"": ""Black"", ""matched_user_history_count"": 1}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Front print"", ""matched_user_history_count"": 8}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Black'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item product_type_name value 'T-shirt' appears 4 times in the user's training history. The item colour_group_name value 'Black' appears 1 times in the user's training history. The item graphical_appearance_name value 'Front print' appears 8 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 1.000, agentic score 0.935, diversity bonus 0.000, and hybrid score 0.934. The item stayed at the same position in saved SVD and Hybrid Top-10 outputs at rank 1.",9,0
26e2dd713ae5cc7a5bd700a5964a1ec191c91ea688662dc84ec28dc8d5da35c4,0796179005,2,4.0,2.0,False,0.810825,0.842449,0.333333,0.794857,Sweater,Garment Upper body,Front print,Yellow,Jersey Fancy,Jersey fancy,Womens Everyday Collection,Ladieswear,,"Long-sleeved top in sweatshirt fabric with a motif on the front, ribbed turtleneck, dropped shoulders and ribbing at the cuffs and hem. Soft brushed inside.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 4}, {""field"": ""colour_group_name"", ""item_value"": ""Yellow"", ""matched_user_history_count"": 1}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Front print"", ""matched_user_history_count"": 8}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'Yellow'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item product_type_name value 'Sweater' appears 4 times in the user's training history. The item colour_group_name value 'Yellow' appears 1 times in the user's training history. The item graphical_appearance_name value 'Front print' appears 8 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 0.811, agentic score 0.842, diversity bonus 0.333, and hybrid score 0.795. The Hybrid rank is 2, compared with SVD rank 4, so the reranking layer promoted this item by 2 positions.",9,0
26e2dd713ae5cc7a5bd700a5964a1ec191c91ea688662dc84ec28dc8d5da35c4,0816223002,3,,,False,0.73267,1.0,0.333333,0.779536,Sweater,Garment Upper body,Front print,White,Jersey Fancy,Young Boy Jersey Fancy,Young Boy,Children Sizes 134-170,,"Top in lightweight, printed sweatshirt fabric with gently dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem.","[{""field"": ""product_group_name"", ""item_value"": ""Garment Upper body"", ""matched_user_history_count"": 8}, {""field"": ""product_type_name"", ""item_value"": ""Sweater"", ""matched_user_history_count"": 4}, {""field"": ""colour_group_name"", ""item_value"": ""White"", ""matched_user_history_count"": 2}, {""field"": ""graphical_appearance_name"", ""item_value"": ""Front print"", ""matched_user_history_count"": 8}, {""field"": ""garment_group_name"", ""item_value"": ""Jersey Fancy"", ""matched_user_history_count"": 8}]","This item was recommended by the Hybrid reranker. The item metadata shows product group 'Garment Upper body' and colour 'White'. The item product_group_name value 'Garment Upper body' appears 8 times in the user's training history. The item product_type_name value 'Sweater' appears 4 times in the user's training history. The item colour_group_name value 'White' appears 2 times in the user's training history. The item graphical_appearance_name value 'Front print' appears 8 times in the user's training history. The item garment_group_name value 'Jersey Fancy' appears 8 times in the user's training history. Saved Hybrid score components are available with SVD score 0.733, agentic score 1.000, diversity bonus 0.333, and hybrid score 0.780.",8,0
